CAP_n60_p30_s60_3_5	36546
CAP_n60_p60_s30_1_2	445377.5
CAP_n60_p60_s30_1_3	297028.5
CAP_n60_p60_s30_1_4	222834.5
CAP_n60_p60_s30_1_5	178367.5
CAP_n60_p60_s30_2_2	407886.5
CAP_n60_p60_s30_2_3	271914.5
CAP_n60_p60_s30_2_4	203952.5
CAP_n60_p60_s30_2_5	163126.5
CAP_n60_p60_s30_3_2	416912.5
CAP_n60_p60_s30_3_3	277988.5
CAP_n60_p60_s30_3_4	208394.5
CAP_n60_p60_s30_3_5	166648.5
CAP_n60_p60_s40_1_2	313304
CAP_n60_p60_s40_1_3	209280
CAP_n60_p60_s40_1_4	157162
CAP_n60_p60_s40_1_5	125849
CAP_n60_p60_s40_2_2	320758.5
CAP_n60_p60_s40_2_3	213797.5
CAP_n60_p60_s40_2_4	160711.5
CAP_n60_p60_s40_2_5	129140.5
CAP_n60_p60_s40_3_2	363020.5
CAP_n60_p60_s40_3_3	242411.5
CAP_n60_p60_s40_3_4	182009.5
CAP_n60_p60_s40_3_5	145672.5
CAP_n60_p60_s50_1_2	273420
CAP_n60_p60_s50_1_3	182448
CAP_n60_p60_s50_1_4	137135
CAP_n60_p60_s50_1_5	110313
CAP_n60_p60_s50_2_2	269680.5
CAP_n60_p60_s50_2_3	180047.5
CAP_n60_p60_s50_2_4	135417.5
CAP_n60_p60_s50_2_5	108708.5
CAP_n60_p60_s50_3_2	295408
CAP_n60_p60_s50_3_3	197005
CAP_n60_p60_s50_3_4	147855
CAP_n60_p60_s50_3_5	118519
CAP_n60_p60_s60_1_2	227896
CAP_n60_p60_s60_1_3	151791
CAP_n60_p60_s60_1_4	113823
CAP_n60_p60_s60_1_5	91053
CAP_n60_p60_s60_2_2	246523
CAP_n60_p60_s60_2_3	164228
CAP_n60_p60_s60_2_4	123182
CAP_n60_p60_s60_2_5	98397
CAP_n60_p60_s60_3_2	206482.5
CAP_n60_p60_s60_3_3	137661.5
CAP_n60_p60_s60_3_4	103278.5
CAP_n60_p60_s60_3_5	82651.5
CAP_n60_p90_s30_1_2	628850
CAP_n60_p90_s30_1_3	419046
CAP_n60_p90_s30_1_4	314451
CAP_n60_p90_s30_1_5	251598
CAP_n60_p90_s30_2_2	561170.5
CAP_n60_p90_s30_2_3	374113.5
CAP_n60_p90_s30_2_4	281065.5
CAP_n60_p90_s30_2_5	225092.5
CAP_n60_p90_s30_3_2	587816.5
CAP_n60_p90_s30_3_3	392101.5
CAP_n60_p90_s30_3_4	294245.5
CAP_n60_p90_s30_3_5	235765.5
CAP_n60_p90_s40_1_2	474046
CAP_n60_p90_s40_1_3	316473
CAP_n60_p90_s40_1_4	237072
CAP_n60_p90_s40_1_5	190176
CAP_n60_p90_s40_2_2	479963
CAP_n60_p90_s40_2_3	319977
CAP_n60_p90_s40_2_4	240429
CAP_n60_p90_s40_2_5	192612
CAP_n60_p90_s40_3_2	512452
CAP_n60_p90_s40_3_3	341951
CAP_n60_p90_s40_3_4	256637
CAP_n60_p90_s40_3_5	206020
CAP_n60_p90_s50_1_2	479683
CAP_n60_p90_s50_1_3	320160
CAP_n60_p90_s50_1_4	240309
CAP_n60_p90_s50_1_5	192970
CAP_n60_p90_s50_2_2	445030
CAP_n60_p90_s50_2_3	297176
CAP_n60_p90_s50_2_4	223672
CAP_n60_p90_s50_2_5	179930
CAP_n60_p90_s50_3_2	495052.5
CAP_n60_p90_s50_3_3	330279.5
CAP_n60_p90_s50_3_4	248428.5
CAP_n60_p90_s50_3_5	199820.5
CAP_n60_p90_s60_1_2	385430.5
CAP_n60_p90_s60_1_3	256986.5
CAP_n60_p90_s60_1_4	192646.5
CAP_n60_p90_s60_1_5	154033.5
CAP_n60_p90_s60_2_2	344775
CAP_n60_p90_s60_2_3	229964
CAP_n60_p90_s60_2_4	172473
CAP_n60_p90_s60_2_5	137793
CAP_n60_p90_s60_3_2	411205
CAP_n60_p90_s60_3_3	273884
CAP_n60_p90_s60_3_4	205255
CAP_n60_p90_s60_3_5	164013
N25_01_2	2302
N25_01_3	1531
N25_01_4	1137
N25_01_5	898
N25_02_2	18595.5
N25_02_3	12383.5
N25_02_4	9249.5
N25_02_5	7513.5
N25_03_2	12114
N25_03_3	8102
N25_03_4	5984
N25_03_5	4826
N25_04_2	24192.5
N25_04_3	16115.5
N25_04_4	12028.5
N25_04_5	9787.5
N25_05_2	7819
N25_05_3	5210
N25_05_4	3908
N25_05_5	3148
N30_01_2	4115
N30_01_3	2721
N30_01_4	2043
N30_01_5	1616
N30_02_2	10779.5
N30_02_3	7162.5
N30_02_4	5346.5
N30_02_5	4280.5
N30_03_2	22702
N30_03_3	15100
N30_03_4	11327
N30_03_5	9052
N30_04_2	28401.5
N30_04_3	18904.5
N30_04_4	14274.5
N30_04_5	11399.5
N30_05_2	57400
N30_05_3	38326
N30_05_4	28323
N30_05_5	22917
N40_01_2	53722.5
N40_01_3	35746.5
N40_01_4	26821.5
N40_01_5	21366.5
N40_02_2	48908
N40_02_3	32572
N40_02_4	24470
N40_02_5	19644
N40_03_2	39250.5
N40_03_3	26205.5
N40_03_4	19523.5
N40_03_5	15598.5
N40_04_2	38354
N40_04_3	25699
N40_04_4	19329
N40_04_5	15563
N40_05_2	51496
N40_05_3	34336
N40_05_4	25668
N40_05_5	20622
P1_2	30282.5
P1_3	20108.5
P1_4	15067.5
P1_5	11999.5
P2_2	33974
P2_3	22894
P2_4	17478
P2_5	14191
P3_2	35052.5
P3_3	23643.5
P3_4	17946.5
P3_5	14586.5
P4_2	34666.5
P4_3	23053.5
P4_4	17230.5
P4_5	13787.5
P5_2	30771
P5_3	20483
P5_4	15316
P5_5	12231
P6_2	34424.5
P6_3	22854.5
P6_4	17082.5
P6_5	13616.5
S10_2	1374.5
S10_3	887.5
S10_4	630.5
S10_5	499.5
S11_2	3439.5
S11_3	2308.5
S11_4	1743.5
S11_5	1350.5
S9_2	1181.5
S9_3	771.5
S9_4	587.5
S9_5	472.5
S9H_2	2294.5
S9H_3	1431.5
S9H_4	1062.5
S9H_5	817.5
sko42_01_2	12731
sko42_01_3	8458
sko42_01_4	6353
sko42_01_5	5072
sko42_02_2	108006.5
sko42_02_3	71984.5
sko42_02_4	53991.5
sko42_02_5	43096.5
sko42_03_2	86644.5
sko42_03_3	57817.5
sko42_03_4	43371.5
sko42_03_5	34539.5
sko42_04_2	68701
sko42_04_3	45741
sko42_04_4	34235
sko42_04_5	27334
sko42_05_2	124017.5
sko42_05_3	82436.5
sko42_05_4	61795.5
sko42_05_5	49296.5
sko49_01_2	20470
sko49_01_3	13625
sko49_01_4	10196
sko49_01_5	8132
sko49_02_2	208056
sko49_02_3	138604
sko49_02_4	103727
sko49_02_5	82919
sko49_03_2	162180
sko49_03_3	108078
sko49_03_4	80963
sko49_03_5	64717
sko49_04_2	118246.5
sko49_04_3	78880.5
sko49_04_4	58942.5
sko49_04_5	47199.5
sko49_05_2	332811
sko49_05_3	221507
sko49_05_4	166169
sko49_05_5	132590
sko56_01_2	31972
sko56_01_3	21319
sko56_01_4	15922
sko56_01_5	12753
sko56_02_2	248217
sko56_02_3	165176
sko56_02_4	123815
sko56_02_5	99073
sko56_03_2	85184
sko56_03_3	56790
sko56_03_4	42586
sko56_03_5	34089
sko56_04_2	156646
sko56_04_3	104386
sko56_04_4	78270
sko56_04_5	62547
sko56_05_2	296176.5
sko56_05_3	197475.5
sko56_05_4	148191.5
sko56_05_5	118211.5
sko64_05_2	250869.5
sko64_05_3	167100.5
sko64_05_4	125387.5
sko64_05_5	100199.5
ste36_01_2	4966
ste36_01_3	3292
ste36_01_4	2482
ste36_01_5	1940
ste36_02_2	87390
ste36_02_3	56287
ste36_02_4	41864
ste36_02_5	33222
ste36_03_2	50067.5
ste36_03_3	33103.5
ste36_03_4	24520.5
ste36_03_5	19791.5
ste36_04_2	46737.5
ste36_04_3	31301.5
ste36_04_4	23380.5
ste36_04_5	18711.5
ste36_05_2	44488.5
ste36_05_3	29588.5
ste36_05_4	22149.5
ste36_05_5	17771.5
